ja_tsv	zhCN_tsv	confidence	state	charaNo	messageId	message_scope	cn_keys	contains_at_marker	requires_runtime_capture
魔法少女の宿命、僕達の選択	魔法少女的宿命，我们的选择。	key_aligned	new	1014	6	character_profile_or_lobby	vo_char_1014_00_06_hca	False	True
魔法少女の真実を知ってしまったのね	看来你知道了魔法少女的真相了呢。	key_aligned	new	4031	9	character_profile_or_lobby	vo_char_4031_00_09_hca	False	True
魔法少女は…孤独で虚しい…	魔法少女……孤独而空虚……	key_aligned	new	1014	11	character_profile_or_lobby	vo_char_1014_00_11_hca	False	True
３・２・１、はいアウト	3、2、1，好了，出局。	key_aligned	new	1029	44	battle_result	vo_char_1029_00_44_hca	False	False
｜…動画サイトデビュー？｜	｜……在视频网站出道？｜	key_aligned	new	3043	9	character_profile_or_lobby	vo_char_3043_00_09_hca	False	True
｜倒すことを、あの子たちが望むなら｜	如果她们期望如此，我便会去打倒敌人。	key_aligned	new	3043	46	battle_result	vo_char_3043_00_46_hca	False	False
｜外にはこういう敵がいる…覚えたよ｜	外面还有这样的敌人……我记住了。	key_aligned	new	3043	43	battle_result	vo_char_3043_00_43_hca	False	False
｜守る事になると、歯止めが利かなくて…｜	｜每到守护什么的时候，就刹不住车了……｜	key_aligned	new	3043	10	character_profile_or_lobby	vo_char_3043_00_10_hca	False	True
｜帰りたい…桜か、みんなが居る所に…｜	｜想要回到……有着樱花和大家的地方……｜	key_aligned	new	3043	11	character_profile_or_lobby	vo_char_3043_00_11_hca	False	True
｜散るのも花。だけど、私は散らない｜	花开终须谢。但我不会。	key_aligned	new	3043	45	battle_result	vo_char_3043_00_45_hca	False	False
｜本の中のみんなにも教えてあげないと｜	｜要告诉书本里的其他人才行。｜	key_aligned	new	3043	7	character_profile_or_lobby	vo_char_3043_00_07_hca	False	True
｜私、何にもできないけど何でも知ってる｜	｜我虽然什么都不会做，却什么都知道。｜	key_aligned	new	3043	8	character_profile_or_lobby	vo_char_3043_00_08_hca	False	True
｜私の本望、みんな良かったね｜	｜我的本愿，就是大家都好好的。｜	key_aligned	new	3043	12	character_profile_or_lobby	vo_char_3043_00_12_hca	False	True
｜込み上げる感覚、@嬉しいってことかな｜	这涌起的感觉，就是喜悦吗？	key_aligned	new	3043	44	battle_result	vo_char_3043_00_44_hca	True	True
｜４人の幸せが、私にとっての幸せ｜	｜她们四人的幸福，便是我的幸福。｜	key_aligned	new	3043	6	character_profile_or_lobby	vo_char_3043_00_06_hca	False	True
